KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
ABILITY_FLESHGOLEM_DESC,You and all allies lose 10 HP. Summon a flesh golem with one random spell from each of those units.[s:.7](Castable once per battle.)[/s],,Esta unidad y todas las aliadas pierden 10 PS. Invoca un gólem carnoso con un hechizo al azar de cada una de esas unidades.[s:.7](Se puede lanzar una vez por combate).[/s],Vous et toutes les unités alliées perdez 10&nbsp;PV. Vous invoquez un golem de chair doté d'un sort aléatoire venant de ces unités.[s:.7](Une fois par combat.)[/s],"Du und alle Verbündeten verlieren 10&nbsp;LP. Beschwöre einen Fleischgolem, der über einen zufälligen Zauber dieser Einheiten verfügt.[s:.7](Einmal pro Kampf verwendbar.)[/s]",Tu e tutti gli alleati perdete 10 PS. Evochi un golem di carne con un incantesimo casuale da ciascuna di quelle unità.[s:.7](Lanciabile una volta per battaglia.)[/s],Você e seus aliados perdem 10 PV. Invoque um golem de carne com um encantamento aleatório de cada uma dessas unidades.[s:.7](Um lançamento por batalha.)[/s],,,自分と​全ての​味方が​10HP失う。​それらの​ユニットから​各1つの​ランダムな​スペルを​持つフレッシュゴーレムを​召喚する。[s:.7](バトル中1回発動可能)[/s],
ABILITY_FLESHGOLEM2_DESC,You and all allies lose 10 HP. Summon a flesh golem with one random spell and random passives from each of those units.[s:.7](Castable once per battle.)[/s],,Esta unidad y todas las aliadas pierden 10 PS. Invoca un gólem carnoso con un hechizo al azar y pasivas al azar de cada una de esas unidades.[s:.7](Se puede lanzar una vez por combate).[/s],Vous et toutes les unités alliées perdez 10&nbsp;PV. Vous invoquez un golem de chair doté d'un sort et de compétences passives aléatoires venant de ces unités.[s:.7](Une fois par combat.)[/s],"Du und alle Verbündeten verlieren 10&nbsp;LP. Beschwöre einen Fleischgolem, der über einen zufälligen Zauber und zufällige Passiveffekte dieser Einheiten verfügt.[s:.7](Einmal pro Kampf verwendbar.)[/s]",Tu e tutti gli alleati perdete 10 PS. Evochi un golem di carne con un incantesimo casuale e abilità passive casuali da ciascuna di quelle unità.[s:.7](Lanciabile una volta per battaglia.)[/s],Você e seus aliados perdem 10 PV. Invoque um golem de carne com um encantamento aleatório e passivos aleatórios de cada uma dessas unidades.[s:.7](Um lançamento por batalha.)[/s],,,自分と​全ての​味方が​10HP失う。​それらの​ユニットから​各1つの​ランダムな​スペルと​ランダムな​パッシブを​持つフレッシュゴーレムを​召喚する。[s:.7](バトル中1回発動可能)[/s],
ABILITY_TRADELIFE_NAME,Trade Life,,Comercio con vida,Échange de vie,Lebenskraft tauschen,Scambio di Vita,Trocar Vida,,,トレードライフ,
ABILITY_TRADELIFE_DESC,"Swap HP with an ally in range 3.[s:.7]Castable while you're downed. If this spell downs you or the ally, neither are injured.[/s]",,"Intercambia los PS con un aliado en un alcance de 3 casillas.[s:.7](Se puede lanzar cuando la unidad está abatida. Si el hechizo abate a esta unidad o a un aliado, ninguna sufre lesiones).[/s]","Vous échangez vos PV avec ceux d'une unité alliée dans un rayon de 3&nbsp;cases.[s:.7]Disponible même K.O. Si ce sort vous met K.O. ou met K.O. l'unité alliée, personne n'est blessé.[/s]","Tausche die LP mit einem Verbündeten in Reichweite&nbsp;3.[s:.7]Kann gewirkt werden, während du ohnmächtig bist. Wenn dieser Zauber dich oder den Verbündeten ohnmächtig macht, erleidet ihr keine Verletzungen.[/s]","Scambi PS con un alleato nel raggio d'azione 3.[s:.7]Lanciabile mentre sei in stato di KO. Se quest'incantesimo infligge KO a te o all'alleato, nessuno dei due subisce danno.[/s]","Troque de saúde com um aliado em alcance 3.[s:.7]É possível lançar este encantamento quando você está inconsciente. Se este encantamento deixar você ou seu aliado inconscientes, nenhum dos dois sofre ferimentos.[/s]",,,射程3の​味方と​HPを​交換する。[s:.7]倒れている​間も​発動可能。​この​スペルで​自分または​味方が​倒れても、​どちらも​ケガを​しない。[/s],
ABILITY_TRADELIFE2_DESC,"Swap HP with any ally.[s:.7]Castable while you're downed. If this spell downs you or the ally, neither are injured.[/s]",,"Intercambia los PS con cualquier aliado.[s:.7](Se puede lanzar cuando la unidad está abatida. Si el hechizo abate a esta unidad o a un aliado, ninguna sufre lesiones).[/s]","Vous échangez vos PV avec ceux d'une unité alliée.[s:.7]Disponible même K.O. Si ce sort vous met K.O. ou met K.O. l'unité alliée, personne n'est blessé.[/s]","Tausche die LP mit einem Verbündeten.[s:.7]Kann gewirkt werden, während du ohnmächtig bist. Wenn dieser Zauber dich oder den Verbündeten ohnmächtig macht, erleidet ihr keine Verletzungen.[/s]","Scambi PS con un alleato.[s:.7]Lanciabile mentre sei in stato di KO. Se quest'incantesimo infligge KO a te o all'alleato, nessuno dei due subisce danno.[/s]","Troque de saúde com um aliado.[s:.7]É possível lançar este encantamento quando você está inconsciente. Se este encantamento deixar você ou seu aliado inconscientes, nenhum dos dois sofre ferimentos.[/s]",,,任意の​味方と​HPを​交換する。[s:.7]倒れている​間も​発動可能。​この​スペルで​自分または​味方が​倒れても、​どちらも​ケガを​しない。[/s],
ABILITY_ABSORBSOUL_NAME,Absorb Soul,,Absorción de alma,Absorption d'âme,Seele absorbieren,Assorbimento dell'Anima,Absorver Alma,,,アブソーブソウル,
ABILITY_ABSORBSOUL_DESC,Down an ally in range 5 and steal their mana. It doesn't get injured.[s:.7](Castable once per turn.)[/s],,Abate a un aliado en un alcance de 5 casillas y le roba el maná. No sufre lesiones.[s:.7](Se puede lanzar una vez por turno).[/s],Vous mettez K.O. une unité alliée dans un rayon de 5&nbsp;cases et lui volez son mana. Elle n'est pas blessée.[s:.7](Une fois par tour.)[/s],Mach einen Verbündeten in Reichweite&nbsp;5 ohnmächtig und stiehl sein Mana. Er erleidet keine Verletzungen.[s:.7](Einmal pro Zug verwendbar.)[/s],Mandi in stato di KO un alleato in un raggio d'azione di 5 e rubi il suo mana. Quell'alleato non viene ferito.[s:.7](Lanciabile una volta per turno.)[/s],Deixe um aliado em alcance 5 inconsciente e roube sua mana. Ele não sofre ferimentos.[s:.7](Um lançamento por turno.)[/s],,,射程5の​味方を​倒し、​マナを​奪う。​それは​ケガを​しない。[s:.7](ターン中1回発動可能)[/s],
ABILITY_ABSORBSOUL2_DESC,Down any ally and steal their mana. It doesn't get injured.[s:.7](Castable once per turn.)[/s],,Abate a cualquier aliado y le roba el maná. No sufre lesiones.[s:.7](Se puede lanzar una vez por turno).[/s],Vous mettez K.O. une unité alliée et lui volez son mana. Elle n'est pas blessée.[s:.7](Une fois par tour.)[/s],Mach einen Verbündeten ohnmächtig und stiehl sein Mana. Er erleidet keine Verletzungen.[s:.7](Einmal pro Zug verwendbar.)[/s],Mandi in stato di KO un qualsiasi alleato e gli rubi il mana. Quell'alleato non viene ferito.[s:.7](Lanciabile una volta per turno.)[/s],Deixe um aliado inconsciente e roube sua mana. Ele não sofre ferimentos.[s:.7](Um lançamento por turno.)[/s],,,任意の​味方を​倒し、​マナを​奪う。​それは​ケガを​しない。[s:.7](ターン中1回発動可能)[/s],
ABILITY_GRAVECRAWL_NAME,Gravecrawl,,Búsqueda en tumba,Tombe ouverte,Totengräber,Profanazione Strisciante,Rastejar do Túmulo,,,グレイブクロール,
ABILITY_GRAVECRAWL_DESC,Dig to any tile and unearth a body.,,Excava a cualquier casilla y desentierra 1 cadáver.,Vous creusez sur une case et exhumez un cadavre.,Grab dich auf ein beliebiges Feld und entdecke eine Leiche.,Scavi fino a una casella qualsiasi e dissotterri un corpo.,Vá por debaixo da terra até qualquer espaço e desenterre um corpo.,,,任意の​タイルに​掘り進み、​死体を​掘り起こす。[b][/b],
ABILITY_GRAVECRAWL2_DESC,"Dig to any tile and unearth 1-3 bodies.[s:.7](This spell costs less.)[/s]",,Excava a cualquier casilla y desentierra 1-3 cadáveres.[s:.7](Este hechizo cuesta menos).[/s],Vous creusez sur une case et exhumez entre 1&nbsp;et 3&nbsp;cadavres.[s:.7](Coût réduit.)[/s],Grab dich auf ein beliebiges Feld und entdecke 1&nbsp;– 3 Leichen.[s:.7](Dieser Zauber kostet weniger.)[/s],Scavi fino a una casella qualsiasi e dissotterri 1-3 corpi.[s:.7](Quest'incantesimo costa meno.)[/s],Vá por debaixo da terra até qualquer espaço e desenterre 1-3 corpos.[s:.7](Este encantamento custa menos.)[/s],,,任意の​タイルに​掘り進み、​1-3の​死体を​掘り起こす。[s:.7](この​スペルは​マナコストが​低い)[/s],
ABILITY_DIGUPTHEDEAD_NAME,Dig Up the Dead,,Exhumación,Exhumation,Leichen ausgraben,Riesumazione dei Morti,Desenterrando os Mortos,,,死者を​掘り起こす,
ABILITY_DIGUPTHEDEAD_DESC,Dig to any tile and unearth 4 zombies.,,Excava a cualquier casilla y desentierra 4 zombis.,Vous creusez sur une case et exhumez 4&nbsp;zombies.,Grab dich auf ein beliebiges Feld und entdecke 4&nbsp;Zombies.,Scavi fino a una casella qualsiasi e dissotterri 4 zombie.,Vá por debaixo da terra até qualquer espaço e desenterre quatro zumbis.,,,任意の​タイルに​掘り進み、​4体の​ゾンビを​掘り出す。[b][/b],
ABILITY_DIGUPTHEDEAD2_DESC,"Dig to any tile and unearth 4 zombies.[s:.7](This spell costs less.)[/s]",,Excava a cualquier casilla y desentierra 4 zombis.[s:.7](Este hechizo cuesta menos).[/s],Vous creusez sur une case et exhumez 4&nbsp;zombies.[s:.7](Coût réduit.)[/s],Grab dich auf ein beliebiges Feld und entdecke 4&nbsp;Zombies.[s:.7](Dieser Zauber kostet weniger.)[/s],Scavi fino a una casella qualsiasi e dissotterri 4 zombie.[s:.7](Quest'incantesimo costa meno.)[/s],Vá por debaixo da terra até qualquer espaço e desenterre quatro zumbis.[s:.7](Este encantamento custa menos.)[/s],,,任意の​タイルに​掘り進み、​4体の​ゾンビを​掘り出す。[s:.7](この​スペルは​コストが​低い。)[/s],
ABILITY_SPIDEREGG_NAME,Spider Egg,,Huevo de araña,Œuf d'araignée,Spinnenei,Uovo di Ragno,Ovo de Aranha,,,蜘蛛の​卵,
ABILITY_SPIDEREGG_DESC,Inflict Infested 1 on a unit in range 3.,,Inflige 1 de infestación a una unidad en un alcance de 3 casillas.,Infestation&nbsp;+1&nbsp;à une unité dans un rayon de 3&nbsp;cases.,Verursache Infiziert&nbsp;1 bei einer Einheit in Reichweite&nbsp;3.,Infliggi Infestato 1 a un'unità nel raggio d'azione di 3.,Aplique infestação 1 em uma unidade em alcance 3.,,,射程3の​ユニットに​寄生1を​付与する。[b][/b],
ABILITY_SPIDEREGG2_DESC,Deal 1 damage and inflict Infested 1 on any unit.,,Inflige 1 de daño y 1 de infestación a cualquier unidad.,Dégâts&nbsp;+1&nbsp;et Infestation&nbsp;+1&nbsp;à une unité.,Verursache 1&nbsp;Schaden und Infiziert&nbsp;1 bei einer beliebigen Einheit.,Infliggi 1 di danno e Infestato 1 a qualsiasi unità.,Cause 1 de dano e aplique infestação 1 em qualquer unidade.,,,任意の​ユニットに​1ダメージを​与え、​寄生1を​付与する。[b][/b],
ABILITY_CLEWOFLEECHES_NAME,Clew of Leeches,,Grupo de sanguijuelas,Peloton de sangsues,Blutegelhaufen,Covo di Sanguisughe,Novelo de Sanguessugas,,,リーチの​糸玉,
ABILITY_CLEWOFLEECHES_DESC,Surround a unit with leeches.,,Rodea a una unidad con sanguijuelas.,Vous encerclez une unité avec des sangsues.,Umgib eine Einheit mit Blutegeln.,Circondi un'unità con sanguisughe.,Cerque uma unidade de sanguessugas.,,,ユニットを​リーチで​囲む。,
ABILITY_CLEWOFLEECHES2_DESC,Surround a unit with beefy leeches.,,Rodea a una unidad con sanguijuelas muy guerrilleras.,Vous encerclez une unité avec des sangsues baraquées.,Umgib eine Einheit mit fetten Blutegeln.,Circondi un'unità con sanguisughe potenziate.,Cerque uma unidade de sanguessugas robustas.,,,ユニットを​強力な​リーチで​囲む。[b][/b],
//disorders,,,,,,,,,,,
ABILITY_BASICDASHATTACKMOVE_NAME,Dash Attack,,Ataque relámpago,Attaque impulsée,Ansturmangriff,Attacco in Scatto,Ataque de Impulso,,,ダッシュ攻撃,
ABILITY_BASICDASHATTACKMOVE_DESC,"Dash forward, then attack with knockback.",,Se lanza hacia delante y ataca con retroceso.,"Vous foncez en avant, puis attaquez avec Recul.",Stürme vorwärts und greif mit Rückstoß an.,"Scatti in avanti, poi attacchi con contraccolpo.","Dê um impulso para frente, e então ataque com empurrão.",,,前方に​ダッシュし、​ノックバックで​攻撃する。[b][/b],
ABILITY_BASICDASHATTACKMOVE_NOKNOCKBACK_NAME,Dash Attack,,Ataque relámpago,Attaque impulsée,Ansturmangriff,Attacco in Scatto,Ataque de Impulso,,,ダッシュ攻撃,
ABILITY_BASICDASHATTACKMOVE_NOKNOCKBACK_DESC,Dash forward and attack,,Se lanza hacia delante y ataca.,Vous foncez en avant et attaquez.,Stürme vorwärts und greif an.,Scatti in avanti e poi attacchi.,Dê um impulso para frente e ataque.,,,前方に​ダッシュして​攻撃する。[b][/b],
ABILITY_MEGAFART_NAME,Mega Fart,,Megapedo,Méga pet,Megafurz,Mega Peto,Mega Pum,,,メガおなら,
ABILITY_EATSHIT_NAME,Eat Poop,,Comida de caca,Mange-caca,Kacke fressen,Mangia Cacca,Comer Cocô,,,うんち​食べ,
ABILITY_CANNIBALIZE_NAME,Cannibalize,,Canibalismo,Cannibale,Kannibalismus,Cannibalismo,Canibalizar,,,共食い,
//jester,,,,,,,,,,,
ABILITY_SMARTMETRONOME_NAME,Smart Metronome,,Metrónomo inteligente,Métronome intelligent,Schlaues Metronom,Metronomo Intelligente,Metrônomo Inteligente,,,スマートメトロノーム,
ABILITY_SMARTMETRONOME_DESC,Cast any random spell. The spell is usually good.,,Lanza cualquier hechizo al azar. El hechizo normalmente es bueno.,Lancez au hasard un sort normalement bon.,Wirke einen zufälligen Zauber. Der Zauber ist mit hoher Wahrscheinlichkeit positiv.,Lanci un incantesimo casuale. Di solito è un incantesimo positivo.,Lance qualquer encantamento aleatório. Este encantamento costuma ser bom.,,,ランダムな​スペルを​発動する。​大体​良い​スペルが​出る。[b][/b],
ABILITY_SMARTMETRONOME2_DESC,Cast any random upgraded spell. The spell is usually good.,,Lanza cualquier hechizo mejorado al azar. El hechizo normalmente es bueno.,Lancez au hasard un sort amélioré normalement bon.,Wirke einen zufälligen verbesserten Zauber. Der Zauber ist mit hoher Wahrscheinlichkeit positiv.,Lanci un incantesimo casuale potenziato. Di solito è un incantesimo positivo.,Lance qualquer encantamento aleatório aprimorado. Este encantamento costuma ser bom.,,,ランダムな​強化版スペルを​発動する。​大体​良い​スペルが​出る。[b][/b],
ABILITY_RNGCANNON_NAME,RNG Cannon,,Cañón aleatorizador,Canon RNG,RNG-Kanone,Cannone RNG,Canhão RNG,,,RNGキャノン,
ABILITY_RNGCANNON_DESC,Deals a random amount of damage. Requires line of sight,,Inflige una cantidad de daño al azar. Requiere campo visual.,Vous infligez des dégâts à la quantité aléatoire. Ligne de mire nécessaire.,Verursacht Schaden in zufälliger Höhe. Das Ziel muss sich in deiner Sichtlinie befinden.,Infliggi una quantità casuale di danno. Richiede campo visivo.,Causa uma quantidade aleatória de dano. Requer campo de visão.,,,ランダムな​量の​ダメージを​与える。​射線が​必要。[b][/b],
ABILITY_RNGCANNON2_DESC,Deals a random amount of damage and inflicts random debuffs. Requires line of sight,,Inflige una cantidad de daño al azar y desventajas al azar. Requiere campo visual.,Vous infligez des dégâts à la quantité aléatoire et des malus aléatoires. Ligne de mire nécessaire.,Verursacht Schaden in zufälliger Höhe und zufällige Schwächungen. Das Ziel muss sich in deiner Sichtlinie befinden.,Infliggi una quantità casuale di danno e dei malus casuali. Richiede campo visivo.,Causa uma quantidade aleatória de dano e aplica enfraquecimentos aleatórios. Requer campo de visão.,,,ランダムな​量の​ダメージを​与え、​ランダムな​デバフを​付与する。​射線が​必要。[b][/b],
